bank,Title,entryDate,PX_LAST,Label,Articles
Wells Fargo,U.S. News --- THE OUTLOOK: Weak Dollar Helps Juice the Economy," Aug 14, 2017",51.16,1,"Uber is winding down its U.S. auto-leasing business after finding it was losing more money per vehicle than previously thought. SoftBank and its Vision Fund are closing a $1 billion investment in online sports retailer Fanatics. J.P. Morgan has ended a program that allowed customers to replace lost debit cards at many of its branches. Wells Fargo is facing additional regulatory scrutiny related to its auto-insurance practices. Ralph Lauren and Michael Kors reported better-than-expected profits despite sales declines. Federal prosecutors dropped the securities-fraud case against Wall Street financier Benjamin Wey.The Dow industrials edged down 33.08 points to 22085.34, bringing a streak of records to an end. Nissan agreed to sell its battery business, including its U.S. operations, to Chinese investment firm GSR Capital."
Wells Fargo,Buffett Cashes In on Crisis-Era GE Shares," Aug 15, 2017",51.23,1,"Warren Buffett's Berkshire Hathaway Inc. is getting out of one of America's oldest companies: General Electric Co. The billionaire investor's firm sold 10.6 million GE shares in the second quarter, a stake that would have been worth an estimated $315 million as of June 30, according to a regulatory filing. Berkshire received most of the shares in 2013 after the investor lent roughly $3 billion to GE in October 2008 during the depths of the financial crisis. In addition to the shares, Berkshire received hundreds of millions in dividends from GE over several years. All told, Mr. Buffett's $3 billion crisis-era investment generated a profit of more than $1 billion. Berkshire's decision to cash out its GE stake came in the same quarter that the conglomerate announced it was changing leaders, with Jeff Immelt stepping aside as chief executive after 16 years and handing over the job to one of his lieutenants, John Flannery. Mr. Immelt had been under pressure from activist investor Trian Fund Management to cut costs and analysts have expressed concerns the company will need to lower its profit targets. GE shares have slumped this year, dropping nearly 20%, compared with a 10% gain in the S&P 500 index. It is the worst performing member of the Dow Jones Industrial Average year to date. Last week, Mr. Flannery disclosed he had increased his personal investment by buying $2.7 million worth of GE shares in his 401(k) plan. GE declined to comment on Mr. Buffett's disclosure. The company is the second U.S. blue chip that Mr. Buffett has recently exited. The billionaire sold off the majority of his long-held stake in Wal-Mart Stores Inc. late last year. The holdings were disclosed Monday in a 13F filing with the Securities and Exchange Commission, a quarterly requirement for investors managing more than $100 million. The GE deal was one of a series of transactions Mr. Buffett made during the 2008 financial crisis, including separate investments with Bank of America Corp. and Goldman Sachs Group Inc. He continues to own stakes in both of those financial giants. Also in the second quarter, Berkshire bought shares of Synchrony Financial, GE's former consumer finance unit, and added to positions in Bank of New York Mellon Corp and Apple Inc. A seemingly unending rally in U.S. stocks got a mixed forecast from some of the world's most well-known investors, their filings suggest. David Tepper's Appaloosa Management sold its entire stake in the SPDR S&P 500 exchange-traded fund in the quarter. That ETF aims to track the performance of the broader market. Appaloosa had more than $350 million in the ETF at one point in the quarter."
Wells Fargo,Business &amp;amp; Finance," Aug 16, 2017",51.04,1,"This isn't the first banking imbroglio Elizabeth Duke has faced.Ms. Duke, who was named incoming independent chairman of Wells Fargo & Co. on Tuesday, will help oversee the bank as it is struggles with several scandals across its businesses. She will start her new job Jan. 1.She had a similar start to her role as Federal Reserve governor in August 2008, as the financial crisis was enveloping the country. She served in the role at the central bank through August 2013.""There was no way that I, or anyone else, could have foreseen the tumultuous events that were about to unfold,"" she said in a February 2011 speech. About a year later, during another speech, she said: ""I witnessed firsthand the damage that can result from reckless lending and weak risk-management practices.""At the same time, George Soros purchased a new stake in the PowerShares QQQ Trust in the quarter worth more than $1 billion. That index tracks the Nasdaq 100 index with broad market positions and a focus on large technology firms.Founded by Mr. Soros in 1969, the New York City firm manages the Soros family fortune, although much of the money is distributed to other hedge funds and investment firms. The S&P 500 has risen steadily for several years and is up more than 10% this year.Also in Monday's filing, hedge fund Viking Global Investors disclosed it had purchased 12.3 million shares of Wells Fargo & Co. in the second quarter. The Wells Fargo investment was worth about $680 million at the time of purchase. A spokeswoman for the firm, founded by Norwegian billionaire Andreas Halvorsen, declined to comment beyond the filing. Wells Fargo has spent most of the past year trying to put a sales-practice scandal behind it. The bank's CEO John Stumpf retired abruptly following the scandal. The firm has paid a fine and faces numerous federal and state inquiries into its sales-practices issues, including from the Justice Department. The bank has said it is cooperating with those inquiries. But the bank's troubles picked up in recent weeks over problems in its consumer-lending unit relating to auto-insurance policies involving many borrowers and issues with other auto-related products. The Wall Street Journal also reported last week that the bank is expected to shake up its board in the coming weeks. Shares of Wells Fargo are up 9.6% over the past year."
Wells Fargo,Wells Fargo Picks Duke to Be Chairman --- Former Fed governor will be first woman to hold top board role at a large U.S. bank," Aug 16, 2017",52.18,1,"Tesla has moved rapidly in the race to develop autonomous vehicles, but the push has been tested by discord and departures at its Autopilot team. Amazon said it would begin slashing prices on grocery staples at its new Whole Foods unit right away.Questions about Yellen's future at the Fed will loom over the central bank's Jackson Hole retreat. Shares in the Swiss National Bank, one of the few central banks with a listed stock, have surged of late. Great Wall's possible bid for Fiat's Jeep division has retrained the spotlight on challenges facing Marchionne. Three prominent trade associations warned against efforts to weaken Nafta arbitration panels. SoftBank Group has completed a $4.4 billion investment in the office-sharing company We Work.Sears Holdings continued to lose ground in a tough retail environment during its fiscal second quarter.Two bankers were indicted in the U.S. on allegations they manipulated Libor while at Societe Generale"
Wells Fargo,Business &amp;amp; Finance," Aug 25, 2017",52.02,1,"Wells Fargo & Co. and U.S. Bancorp have signed deals with mortgage-software startup Blend Labs Inc. to move more of their loan applications online. The five-year-old San Francisco company announced its new customers Thursday along with a fresh $100 million fundraising round. The software from Blend offers the two lenders a chance to compete better against nimble financial-technology offerings such as Rocket Mortgage, the Quicken Loans Inc. product that has attempted to speed up the often-tedious mortgage-application process. Minneapolis-based U.S. Bank says the latest changes eventually could trim four or five days off the process, which takes roughly six weeks on average. The actual time to apply eventually could be sliced in half, says Tom Wind, president of U.S. Bank's mortgage division. ""I've never chosen a startup for a project of this size and scale before,"" said Michael DeVito, Wells Fargo's head of mortgage production. The bank, which extended $100 billion in home loans in the first half of the year, started inviting some applicants to try the Blend technology late last year. It is looking to roll out the product nationally in 2018. Blend, part of a new crop of fintech firms that aim to work with banks rather than compete directly against them, said the fundraising round was led by venture-capital firm Greylock Partners. Greylock's Jerry Chen is joining Blend's board. The $100 million deal will bring the company's valuation to roughly $500 million, according to people familiar with the matter. Other Blend investors include Andreessen Horowitz, Emergence Capital, Founders Fund, and Conversion Capital LLC. Blend's software already is used for websites or smartphone applications at about 30 lenders, including Movement Mortgage LLC. In addition to powering a version of the product that is similar to Rocket Mortgage, Blend can be used by loan officers based in retail branches or call centers. The ability to serve those different groups helped persuade banks that Blend simply wasn't looking to replace their existing sales staff with computers. The company's software automates the loan-application process by filling in forms electronically through direct connections to information sources. For example, Blend taps Intuit Inc. to pull figures from tax returns filed through TurboTax, Automatic Data Processing Inc. to verify incomevia pay stubs, and Plaid Technologies Inc. to find the value of assets in bank and brokerage accounts. Run by CEO Nima Ghamsari, Blend expects to use the proceeds from its fundraising to expand in other forms of consumer credit and develop technology to make other manual parts of the home-loan process, such as appraisal and closing, more digital. The latest fundraising would signal to lenders that the company would be able to ride out any market dips, Mr. Ghamsari said. Wells Fargo executives have mentioned its work with Blend in recent months, without giving details. While Blend has worked closely with banks, the business model for online lenders of taking them on directly has struggled. Making loans to consumers and small business directly over the internet and getting money managers to bear the risk of defaults captivated investors as recently as 2015. But a series of stumbles helped lead to a wave of layoffs, executive changes and a 75% slump in venture-capital investment in the sector. ""There's definite skepticism around whether or not these things will be legacies or whether they'll be fads,"" Mr. Ghamsari said of Silicon Valley's online lenders. He said their ascent helped raise awareness among traditional financial institutions, which had spent the preceding years wholly focused on regulatory compliance, not innovation."
Wells Fargo,Banking &amp;amp; Finance: Banks Serve Up a Mortgage Mix --- Blend Labs strikes deal with Wells Fargo and U.S. Bancorp to push more home loans online," Aug 25, 2017",53.83,1,"Amazon said it would begin slashing prices on grocery staples at its new Whole Foods unit right away.Questions about Yellen's future at the Fed will loom over the central bank's Jackson Hole retreat. Shares in the Swiss National Bank, one of the few central banks with a listed stock, have surged of late. Great Wall's possible bid for Fiat's Jeep division has retrained the spotlight on challenges facing Marchionne. Three prominent trade associations warned against efforts to weaken Nafta arbitration panels. SoftBank Group has completed a $4.4 billion investment in the office-sharing company WeWork.Sears Holdings continued to lose ground in a tough retail environment during its fiscal second quarter."
Wells Fargo,Ford Begins Car-Loan Push," Aug 26, 2017",53.75,1,"A major auto lender has decided to change its approval process to look beyond credit scores in an effort to pump up sales.The move by Ford Motor Co.'s financing unit, announced Friday, is expected to unfold in coming years, even as concerns mount about rising auto-loan losses in the industry.Ford Motor Credit says it is looking at ways to increase loan and lease approvals for applicants with limited credit histories. These consumers are often denied credit because they lack a history of managing debt and as a result have low credit scores. Ford's credit division plans to review new data to try to determine whether these customers, as well as those with more robust borrowing histories, are likely to repay their loans.Subprime auto lending industrywide has allowed consumers with missed loan payments and other blemishes on their credit reports to get financing. This helped fuel new U.S. car sales, which hit record highs in 2015 and again in 2016. But as losses have worsened, many lenders have pulled back on originations to risky borrowers.Ford's U.S. sales were down 4.3% for the first seven months of the year compared with the same period a year prior, while total U.S. new auto sales fell 2.8%, according to Edmunds.com. Wells Fargo & Co.'s auto-lending volume fell 45% in the second quarter from a year earlier due to tightening underwriting standards. Ally Financial Inc.'s auto-loan originations fell 8.5% for the same period.Some lenders are looking elsewhere to drive loan volume. One area of focus is borrowers who have low credit scores because they haven't used debt from banks and other mainstream lenders.Ford Credit is among the largest U.S. lenders to say that it is looking at using alternative methods of underwriting, beyond the traditional factors that are mostly centered on credit reports. ""No financial services firm would take that decision lightly,"" said Jim Moynes, vice president of risk management at Ford Credit.A string of smaller financing providers, including credit unions and online lenders, have also been assessing factors outside of credit reports and scores for applicants with thin credit records.Ford Credit is hoping the new ways to assess credit will better predict risk among a broad array of borrowers. While its charge-off rate is lower than the industry average, losses are rising. The company wrote off $82 million in U.S. consumer loans and leases as a loss in the second quarter, up 30% from a year prior.Ford Credit says it doesn't think its decision will lead to more losses because it will be reviewing more data than it currently checks on loan applicants. While the overall result will likely be more loan approvals, there will be some tightening as well as because some borrowers who currently get approved might not under the new model."
Wells Fargo,Banking &amp;amp; Finance: Auto-Lending Products Under Scrutiny," Aug 29, 2017",53.2,1,"Regulators are reviewing some auto-lending procedures, including those related to borrower refunds, at several banks and other financing businesses in the wake of problems at Wells Fargo & Co., according to people familiar with the matter.The Consumer Financial Protection Bureau and the Office of the Comptroller of the Currency are examining guaranteed-asset-protection products and the refund processes associated with them at these firms, the people said.The CFPB is focusing on the refunding process, these people added. It isn't clear whether the regulatory reviews will lead to any action.Wells Fargo previously had disclosed that during an internal review it discovered issues relating to the administration of GAP products, particularly customer refunds.The regulatory reviews are happening as many lenders themselves check up on their internal controls around the GAP products and related refunds.Capital One Financial Corp., Santander Consumer USA Holdings Inc., and U.S. Bancorp are among banks that are reviewing their GAP product-refund policies given the situation at Wells Fargo, according to people familiar with the matter. While reviews occur on a continuing basis, the banks are taking a closer look at procedures meant to ensure borrowers who are entitled to refunds receive them, the people said.GM Financial, Nissan Motor Acceptance Corp., Infiniti Financial Services and Ford Motor Credit Co. are among captive-finance companies checking their internal controls and refunding processes as well, people familiar with the firms said. It isn't clear whether the firms will make changes or what those will be.GAP coverage is typically sold to consumers through car dealerships. The products offer consumers additional protection beyond standard auto-insurance policies and are often financed as part of the customer's loan.For instance, if a customer has an accident and the vehicle is totaled, GAP waivers could help pay off the loan balance that isn't covered by the customer's primary insurance. Laws in nine states require that customers receive refunds for unused coverage periods, and the holder of the contract -- the lender -- often ensures this is done properly.Some lenders use a third-party provider to oversee the refunding process. Some of those providers, including World Omni Financial Corp., have received questions from lenders following news of Wells Fargo's problems, people familiar with the matter said."
Wells Fargo,Equities: Storm Drives Up Refiners' Stocks," Aug 29, 2017",51.68,1,"Shares of companies that churn crude into fuel rallied, as Tropical Storm Harvey inundated the Texas Gulf Coast with punishing rains.Refining capacity totaling more than two million barrels a day has been taken offline, causing prices of gasoline and diesel fuel to jump on concerns supplies will be tight with fewer refineries able to churn out fuel. That reduced demand weighed on oil prices.As a result, companies with plants that are still up and running -- especially those with plants nowhere near the storm -- stand to benefit from surging refining margins. Shares of PBF Energy Inc., which has refineries in Delaware, New Jersey, Ohio, California and Louisiana, rose 8.3% on Monday. HollyFrontier Corp., largely concentrated in the Midwest, gained 6.5%. Andeavor, with refineries in California, Utah and Washington, added 3.2%.Even companies that have been affected by Harvey gained, including Valero Energy Corp., Marathon Petroleum Corp. and Phillips 66.Refiners tend to benefit from disruptions that lift fuel margins. In prior Gulf Coast hurricanes, refining shares have outperformed major indexes by as much as 19% in the days following landfall, says Wells Fargo analyst Roger Read.""Overall, each refining company will tend to benefit (at least from a margins, earnings, and stock price perspective) from periods of disruption like this, even if they have assets affected,"" Raymond James analysts wrote in research note.Adding to investors' optimism is that there have been few reports that plants in the storm's path have been damaged. Several refiners in Texas have stopped making fuel or slowed down, but many reported that the move was a precautionary measure, or a necessary response to logistical issues with pipelines and ports.Valero has said its Corpus Christi-area refineries are relatively unscathed and it is looking at ways to restart them. Citgo Petroleum Corp. said it is ""assessing the refinery"" but didn't provide a restart date.""At this stage, most of the refining outages are reported as preventive, with only a few comments on minor flooding. However, the slow moving nature of the storm will likely lead to these shutdowns continuing in coming days,"" analysts at Goldman Sachs wrote Monday. They said another 850,000 barrels a day of refining capacity could be hobbled if the storm moves further east.And the worst may not be over for plants in Houston, where the storm is expected to make landfall again on Wednesday, and flooding is expected to worsen. Flooding can ruin the electric pumps that send crude through a refinery's complex network of piping, and an influx of brackish water can lead to corrosion. Repairs for serious issues can take weeks or even months."
Wells Fargo,Business &amp;amp; Finance," Aug 29, 2017",51.38,1,"Gilead Sciences agreed to pay about $11 billion for Kite Pharma, an ambitious bet on a new cancer therapy that is close to becoming commercially available in the U.S.Gasoline prices surged on shortage concerns after Harvey knocked out refining operations and traders tried to assess damage.The Dow was weighed down by declines in energy and insurance shares as investors attempted to gauge the storm's impact. Investors are returning to synthetic CDOs, a financial-crisis villain, reviving concerns about the products.Apple has scheduled a product announcement for Sept. 12, reinforcing expectations it will release new iPhones and a smartwatch.For the CEO job, Uber has tapped a low-key executive with a steady hand and a track record running a scandal-free, profitable firm.Amazon slashed prices on more than 100 items at Whole Foods, which it officially acquired Monday.CBS plans to buy Australia's Ten Network, beating out a bid from moguls Bruce Gordon and Lachlan Murdoch.The FDA is stepping up oversight of medical treatments that aim to harness stem cells' potential.Regulators are reviewing auto-lending procedures at several banks after problems at Wells Fargo.Saudi Arabia and Russia are pushing to extend a deal to limit oil output."
Wells Fargo,Banking &amp;amp; Finance: Buffett's BofA Profit: $13 Billion," Aug 30, 2017",51.39,1,"Warren Buffett's Berkshire Hathaway Inc. officially became the biggest shareholder of Bank of America Corp. on Tuesday, notching billions in gains on the bank's recovery from the financial crisis.Bank of America said Berkshire exercised warrants to buy 700 million of its shares at below-market prices, a deal that ties back to a crisis-era investment. The move makes the famous stock picker's firm the largest shareholder of the second- and third-largest U.S. banks -- the third being Wells Fargo & Co. -- while also providing a vote of confidence for Bank of America stock.""Berkshire is going to keep every share for a very long time,"" Mr. Buffett said in an email to the Journal Tuesday.Berkshire's exercise of the warrants, along with dividends the company has received on Bank of America preferred stock, brings its paper gain on its investment in the bank to around $13 billion.Berkshire bought preferred shares in the bank in 2011 when the lender sorely needed to shore up investor sentiment. Bank of America's share price was slumping as investors grew worried about potentially billions of dollars in legal claims and fines related to the crisis.Mr. Buffett helped change the market's perception with the investment and by calling the bank ""well led.""The $5 billion deal also included warrants for Berkshire to buy 700 million shares of Bank of America common stock for $7.14 apiece.At the time, the strike price was slightly above where Bank of America's shares were trading. Now, it is now far below the current price of $23.58 a share."
Wells Fargo,Banking &amp;amp; Finance: Harvey Won't Hurt Lenders for Long," Aug 30, 2017",50.85,1,"Banks may take a short-term hit as Tropical Storm Harvey paralyzes parts of Texas, but executives say that, as in previous storms, disruptions are likely to be modest and could even portend a longer-term pickup.The KBW Nasdaq Bank index is down 1.3% since the storm initially made landfall Friday night, versus a virtually flat S&P 500 index. Shares of banks more heavily concentrated in Texas and the cities affected are down more sharply.Houston, as the country's fourth-largest city, is a significant market for many banks, representing about 2% of big-bank deposits and U.S. mortgage origination volume, according to analysts at Autonomous Research.Texas is a larger market for auto loans, but unlike home loans, most auto-insurance policies cover flooding, Autonomous Research analyst Brian Foran said.Some regional and local banks have higher concentrations of loans and deposits, however.Regional banks Prosperity Bancshares and Zions Bancorp have 30% and 19%, respectively, of their deposits in the Houston area, according to analysts at Barclays PLC. Their shares are off around 2.9% and 2.2%, respectively, since Friday's close. Houston-based Allegiance Bancshares Inc., a commercial bank to small and medium-size businesses, has virtually all of its deposits in the Houston metropolitan area, analysts said. George Martinez, chief executive of Allegiance, said that the bank planned to begin reopening some branches Wednesday. ""We have to go through a period of adjustment for our business customers, but then they'll return to their regular strategies,"" he said. He noted that customers who used electronic banking ""hadn't been slowed down."" Allegiance shares are down 7.5% since Friday's close. Prosperity CEO David Zalman said the bank closed about 25% of its Texas branches on Monday -- or about 60 branches, mostly in coastal towns -- but had reopened many the next day. It also shifted some operations to West Texas and Dallas, he said. ""We're used to this,"" he said, citing Texas' history with past hurricanes. Despite Harvey's unusually dramatic impact, he said that ""in the long run, this will create a robust economy for the state. You'll see deposits increase in Texas banks because of the insurance money."" Shares of Green Bancorp Inc., a commercial and consumer bank also based in Houston, are off 8.9%. It has about 60% of its loans and deposits in the Houston area. Green has closed its Houston area branches and waived ATM and late fees,with staff either working remotely or staying at a hotel next to the bank's operations center in Houston. Geoff Greenwade, Green's CEO, said he anticipated a slowdown in loan growth in the third quarter, with some loan closings deferred until later in the year."
Wells Fargo,Management: Corporate World Recruits Generals --- Their leadership skills are seen as suited to the 'fog of business'; the Battle of Gettysburg as a teaching tool," Aug 30, 2017",51.74,1,"At companies across America, generals are bringing battlefield lessons to business. Software maker Red Hat Inc. and computer-security firm Symantec Corp. are among the employers turning to generals for help on numerous fronts, from corporate governance to grappling with cyberwarfare. At not-for-profit Florida Hospital, a retired general is developing global partnerships and leadership talent, while Finland's Cargotec Oyj has one running its rough-terrain-equipment unit in Texas.Military brass have gained clout in the White House, too. Often referring to them as ""my generals,"" the president has tapped a trio of leaders to impose order and shape his national-security policy. Retired Marine Corps Gen. John Kelly swiftly brought a forceful management style to his job as the president's new chief of staff, staffers say, while both Republicans and Democrats see Defense Secretary Jim Mattis, also a retired Marine Corps general, and national security adviser H.R. McMaster, an Army lieutenant general, as calming forces in a turbulent presidency. Discipline, though, is only one of the traits companies say military leaders bring to boards and management teams. In the fog of war, and in peacetime, generals are trained to anticipate unknown risks, build high-functioning teams and make quick, strategic decisions in high-pressure situations. ""They are the same traits necessary in the fog of business,"" says Henry Stoever, a captain in the Marine Corps who is now chief marketing officer of the National Association of Corporate Directors. The group has put some 500 retired generals and admirals through a three-day course to prepare them for corporate board duty; half of them now sit on private and public boards, including those of Wells Fargo & Co., USA Truck Inc. and aerospace supplier Wesco Aircraft Holdings Inc. Companies, especially those in crisis, covet the reputational boost that comes from seeking the counsel of a former military leader, says Wendy Monsen, president of executive recruiter Korn/Ferry's federal-government practice. Whereas more than three-quarters of Americans trust the military to act in the public's interest, according to a 2016 Pew Research Center survey, only 41% feel the same way about business leaders. For companies seeking cybersecurity skills or geopolitical know-how, ""general officers end up on our short list quite a bit for industry clients,"" says Ms. Monsen. However, outside the defense industry, military brass remain rare in c-suites and boardrooms. The number of top executives who once served has shrunk over the decades as Vietnam War-era veterans have retired. Among S&P 500 firms, only 13 are led by former service members, and just under 5% of their combined board members are veterans, according to S&P Global Market Intelligence data."
Wells Fargo,Wells Fargo Raises Its Tally of Fake Accounts," Sep 1, 2017",52.35,0,"Wells Fargo & Co. said its sales-practices scandal was far broader than it had previously acknowledged, ensuring that the bank will continue to face scrutiny about a problem that has weighed on it for nearly a year.Wells Fargo said Thursday that 3.5 million ""potentially unauthorized"" customer accounts were opened as a result of improper sales tactics, a 67% increase over the 2.1 million figure it made public last fall.The disclosure, made at the conclusion of a review of the misconduct, comes against a backdrop of fresh missteps within Wells Fargo's consumer-lending operations and significant underperformance in the stock market compared with its big-bank peers.The sales scandal erupted last September when the San Francisco bank admitted that employees opened customer accounts using fictitious or unauthorized information to meet lofty sales goals. The revelation led to congressional hearings, the abrupt retirement of its then-CEO and a decision by the bank's board to claw back tens of millions of dollars in compensation from some top executives.Wells Fargo said Thursday that it is providing $3.7 million in additional customer refunds as a result of the revised count of fake accounts.""We apologize to everyone who was harmed by unacceptable sales practices that occurred in our retail bank,"" Wells Fargo Chief Executive Timothy Sloan said in a statement. ""Today's announcement is a reminder of the disappointment we caused to customers and stakeholders,"" he added on a media call.The latest disclosure is likely to keep the bank in the regulatory spotlight and boost the possibility of future congressional hearings, analyst Jaret Seiberg of Cowen Group Inc. wrote in a client note.Although Wells Fargo agreed to a $185 million settlement with regulators last September, the sales-practices issues have sparked a number of federal and state investigations, including from the Justice Department.Mr. Sloan, who took over from John Stumpf late last year, said on the media call that there aren't any updates on those investigations. The bank has said it is cooperating with the inquiries; Mr. Sloan declined to comment on conversations with regulators in light of its latest update. He also said the new account figures aren't likely to upend an agreement to pay $142 million to customers to settle a class-action suit.Soon after the bank's announcement, Sen. Elizabeth Warren (D, Mass.), a frequent Wells Fargo critic, wrote on Twitter that the latest information is ""unbelievable"" and that the bank's ""massive fraud is even worse than we thought.""She reiterated her earlier call for the Federal Reserve to remove all Wells Fargo board members who served during the problem periods and for further congressional hearings.The bank's board has said the practices leading to the unauthorized accounts went as far back as 2002.Democrats on the Senate Banking Committee had already called for such hearings to examine issues that have recently emerged at the bank in regard to insurance products. So far, Republicans, who control both houses of Congress and committee leadership posts, haven't said if they would agree to the request.Mr. Sloan said Thursday that the bank is continuing to reach out to all stakeholders and ""respond to questions and concerns that they have.""The bank called the completion of the review, conducted by an unnamed third party, ""an important milestone,"" a view echoed by others. The fact that Wells Fargo is putting the scandal behind it ""is a positive in our view,"" wrote Keefe, Bruyette & Woods analyst Brian Kleinhanzl, adding that ""we now expect the trickle of new information to slow considerably.""Still, many investors remain wary. Wells Fargo's stock fell Thursday, lagging behind peers.That continued a woeful period since the scandal unfolded. Over the past year, the bank's shares are barely changed. Meanwhile, its three big-bank rivals -- J.P. Morgan Chase & Co., Bank of America Corp. and Citigroup Inc. -- have notched an average gain for the period of around 40%. The KBW Nasdaq Bank Index is up about 28%."
Wells Fargo,Business &amp;amp; Finance," Sep 1, 2017",51.58,0,"Gasoline prices surged to a two-year high at the pump, a sign of economic fallout from Harvey spreading throughout the U.S.Wells Fargo said its sales-practices scandal was far broader than previously acknowledged, as it raised the tally of suspect accounts.U.S. inflation remained subdued in July while household spending rose, underscoring the conundrum faced by the Fed.Economic data helped push stocks higher, extending a streak of monthly advances. The Dow rose 55.67 points to 21948.10.Packaged-food firms are coming under pressure from retailers that are pushing big brands to lower prices.Top executives at a range of companies have banded together to urge Trump to preserve the ""Dreamers"" immigrant program.Four firms were selected to build short sections of wall as models for the U.S. border barrier with Mexico.Tenet said its CEO will step down in coming months. The hospital chain also adopted a ""poison pill"" plan.The NLRB filed a complaint against Tesla over alleged unfair labor practices at the firm's Fremont, Calif., plant.Georgia Power told regulators it wants to continue the expansion of the Vogtle nuclear-power plant despite higher cost estimates."
Wells Fargo,Banking &amp;amp; Finance: Vanguard Flexed Its Muscles On Wells," Sep 1, 2017",53.29,0,"Vanguard Group, one of the world's largest asset managers, voted against Wells Fargo & Co. nonexecutive Chairman Stephen W. Sanger and two other directors this year, according to new regulatory filings.Following Wells Fargo's sales-practices scandal, the firm's shareholders voted in April to keep all 15 directors but did so in some cases by slim margins. Vanguard's regulatory filings show that it voted against the election of Enrique Hernandez, Jr., head of the bank's risk committee, and Frederico F. Pena as well as Mr. Sanger.The bank said Aug. 15 that former Federal Reserve governor Elizabeth Duke would replace Mr. Sanger on Jan. 1.The decision by Vanguard came before Wells Fargo on Thursday said that a review had found an additional million customer accounts that were potentially implicated in its sales-practices scandal. The bank had initially disclosed 2.1 million accounts were affected but now says more than 3.5 million accounts were ""potentially unauthorized.""The vote against Wells Fargo's directors is just one example of the increasing power of Vanguard.Vanguard has become one of the largest firms in investing thanks to the growth of products such as exchange-traded funds that track the performance of indexes but often come at a lower cost than traditional mutual funds. That growth has made Vanguard and its competitor BlackRock Inc. two of the largest shareholders in the world and given both increasing sway on shareholder votes.BlackRock voted against the re-election of seven Wells Fargo directors including Mr. Sanger, according to a separate regulatory filing. The New York money manager runs iShares, the largest ETF business.State Street Global Advisors, which also has a large ETF business, voted against the election of one Wells Fargo director.As they have grown, these firms with large index-fund businesses have come under pressure from investors to take stances on a range of issues.In addition to Wells Fargo, Vanguard this year backed more board-related shareholder proposals than last year, voting for them 47% of the time in 2017. That is up from 17% in 2016, according to a report the firm issued Thursday. The index-fund giant supported resolutions concerning issues such as the number of directors."
Wells Fargo,REVIEW --- Play: News Quiz," Sep 2, 2017",54.13,1,"Many of Wall Street's largest banks paid BlackRock Inc. for help in passing the Federal Reserve's annual stress tests last year, but not J.P. Morgan Chase & Co. A campaign to fill that gap is part of a cross-selling push at the world's largest money manager.BlackRock has spent much of the past year trying to interest J.P. Morgan, a big trading partner and technology client, in the services of a small business known as Financial Markets Advisory, according to people familiar with the effort. That unit has struggled to match the money it made after the 2008 financial crisis, when it assisted banks with a variety of regulatory and financial headaches.BlackRock's embrace of cross-selling demonstrates how the giant money manager is using its expanding heft and reach in the financial world.Top executives targeted J.P. Morgan partly because of theexisting relationship between the two financial giants. BlackRock is also J.P. Morgan's second-largest shareholder. Several meetings have yet to result in a new assignment, the people said.It is unclear why J.P. Morgan hasn't hired the firm in that capacity. A spokesman for the bank declined to comment.BlackRock is well positioned to sell multiple products to its customers because it has a wider range of services than many rivals and has interlocking relationships with many of the world's largest financial firms as one of their largest shareholders and clients. A growing internal program helps coordinate interaction between the firm's businesses and its large existing clients.The New York company is now triple the size it was during the financial crisis, with $5.69 trillion in assets under management. That surge is due largely to a string of acquisitions and an unprecedented investor shift to lower-cost, passively managed funds that track market indexes.The growth of cheaper funds has put pressure on revenue, prompting BlackRock to pitch existing clients on other business lines like advisory work and technology where it can collect extra fees. BlackRock also is searching for ways to replace revenue lost to the decline of traditional pension plans and aging baby boomers who are withdrawing their life savings from retirement plans.The company's revenue dropped about 2% in 2016, although many rivals experienced deeper drops, and BlackRock's revenue rose 5.7% during this year's second quarter to $2.97 billion.""The biggest fear asset managers have right now is not necessarily gaining new clients because industry growth is flattening out; it's losing the ones they already have,"" said Ben Phillips, principal at Casey Quirk, a Deloitte Consulting LLP practice focused on the asset-management industry."
