bank,Title,entryDate,Lable,Article
Ctit Group,Goldman Needs to Revive Trading," Jul 19, 2017",1,"Goldman Sachs is starting to lose its Wall Street halo, and it isn't clear what the bank intends to do about it.

For a second consecutive quarter, the bank dramatically underperformed its peers in fixed income, currency and commodities trading. Revenue in this segment fell by 40% from a year earlier in the three months through June.

The main reason appears to be Goldman's large footprint in commodities. Volatility was particularly low for commodity prices in the second quarter, so analysts already expected Goldman to post a weak trading result.

Still, the contrast with other banks is striking. In the same quarter, Citigroup, Bank of America and J.P. Morgan Chase saw declines of 6% to 19% in comparable businesses.

Also for a second quarter in a row, Goldman acknowledged that poor execution in commodities trading played a role. ""We didn't navigate the market as well as we aspire to, or as well as we have in the past,"" Chief Financial Officer Martin Chavez said on a conference call. He added that it was Goldman's worst quarter in commodities since the company went public in 1999.

Universal banks such as Citigroup and J.P. Morgan Chase do more trading for corporate clients, providing a steady flow of business. Goldman specializes more in serving hedge funds and other active investors, meaning volumes can fall off more quickly when speculative appetite recedes.

However, when pressed by analysts on how Goldman might improve execution or customer mix, Mr. Chavez didn't offer anything concrete -- just vague assurances that Goldman is looking to fill in client gaps, serve existing clients better and learn from what has worked in other units such as equities.

Goldman still managed to beat analyst estimates for the quarter, thanks to a strong performance in its opaque investing and lending unit. This was largely due to big increases in the value of venture startups and other companies in which Goldman holds equity stakes. But the lack of transparency in this unit means investors can't count on this strong performance being repeated in future quarters.

Equities-trading revenue was strong in the second quarter, rising 17% from a year earlier. But other traditional areas of strength for Goldman such as equity underwriting and advising on mergers and acquisitions were weak.

Goldman's shares have been basically flat over the past three months, compared with a rise of around 6% in the KBW Nasdaq Bank Index. To catch up, Goldman needs to give investors a clearer picture how it can turn around what has typically been its most important business unit."
Ctit Group,FedEx Struggles After Cyberattack --- Petya significantly affects overseas operations of TNT Express business," Jul 18, 2017",0,"Customers waiting for packages abroad are experiencing significant delays as FedEx Corp. continues to reel from the effects of a June 27 cyberattack.

The delivery giant said Monday in a securities filing that the global cyberattack known as Petya significantly affected the operations of its TNT Express business, which has delivery operations in the Middle East and Africa, Asia-Pacific, Europe and South America.

FedEx said while TNT depots, hubs and facilities are operational, it has resorted to manual processes to facilitate a significant portion of operations and customer service functions. The company said it couldn't estimate when TNT services would be fully restored.

FedEx said the cyberattack will likely have a material financial impact on its operations and that lower volumes at TNT have already dented revenue. FedEx doesn't have cyber insurance or any other insurance to cover the attack.

United Parcel Service Inc. and the U.S. Postal Service didn't immediately respond to questions Monday about whether they hold insurance policies to cover damage stemming from cyberattacks.

Many consumers have vented their frustrations on social media platforms about slow delivery times. On July 9, Twitter user @pieceofone complained about not receiving a package being delivered from China to Portugal. The tracking information began on June 24 with an estimated June 28 delivery date, but the user said he hadn't received the package or any further information from the company.

The Twitter user didn't immediately respond to interview requests. According to shipment tracking information through TNT's website, the package mentioned in the tweet arrived July 12. FedEx didn't immediately respond to comment about that customer's package delivery.

Last month's attack, which stemmed in part from an Ukrainian tax software product, hit a number of major global companies from Merck & Co. to PAO Rosneft. It also marks the second major cyberattack to hit FedEx this year.

In May, a large cyberattack known as WannaCry scrambled the company's computers. The courier said at the time it was experiencing interference with its Windows-based systems caused by malware. FedEx declined to say how widespread the problem was and whether deliveries were affected.

FedEx acquired TNT Express BV last year for $4.8 billion, the largest acquisition in FedEx's history as part of a move to accelerate its growth abroad.

The Dutch company contributed 12% to FedEx's top line in the prior fiscal year.

FedEx shares fell $3.58, or 1.6%, to $215.48 on Monday. The shares are up 16% year to date. The modest decline Monday is a rational response, Citigroup said in a research note.
"
Ctit Group,High Debt Loads Shake Retailers," Jul 18, 2017",1,"Corrections & Amplifications

Macy's Inc. laid out plans for a revamped marketing strategy on June 6. A Business & Finance article Tuesday about retailers' debt loads incorrectly said it did so two weeks ago.

(WSJ July 19, 2017)

Toys ""R"" Us Inc. will get a new website this summer as it struggles to compete online with cash-rich rivals. The toy retailer, laden with $5 billion in debt, has spent $100 million over the past several years to help boost its online sales.

That isn't likely to stop the toy chain from falling further behind its rivals. Wal-Mart Stores Inc. bought Jet.com last August for $3.3 billion and since then has purchased three more online retailers. Target Corp. is investing billions to lower prices and improve online sales.

Toys ""R"" Us is one of many retailers fighting to keep up. High debt loads, nervous lenders and falling sales make it impossible to invest enough to compete online. And when companies do generate online sales, the margins are so tight that future investments are harder to make.

Macy's Inc. had $5.5 billion in net debt at the end of the first quarter. A year ago, it said it would improve its performance and use the cash to pay down debt. Instead, the retailer struggled and had to use nearly two-thirds of its free cash flow last year to pay off $750 million in maturing debt. It bought back more this year, further hurting its ability to fund plans to revive sales, including improving its mobile app and expanding its off-price concept Backstage.

Worries that borrowing will become more expensive or won't be there at all have prompted some relatively healthy companies to focus on paying down their debt, which further limits the amount they can invest.

Retailers sold just four high-yield bonds this year worth $2.8 billion, compared with seven bonds worth $5.7 billion last year. That is down from a 20-year peak of 28 bonds totaling $10.7 billion in 2013, according to Dealogic. The amount of retail bank and bond debt rated by Moody's is up 65% since 2007.

Toys ""R"" Us and other struggling chains can likely survive for years, but they will struggle to catch up with the competition while still turning a profit. During holiday 2015, the toy retailer had to resort to ""sales prevention"" by halting some online deals after a deluge of web orders overwhelmed its ability to get products to customers in time for Christmas. The company had planned to launch its new website ahead of Christmas 2016 but was forced to delay it to fully test the new platform.

On a conference call with analysts June 15, Chief Executive David Brandon said a clunky online registry tool and the lack of a subscription feature for parents to receive regular shipments of diapers were holding back Toys ""R"" Us's baby business. ""It's just one of a number of examples where we're limited in terms of how we can compete until we transition over to our new website,"" Mr. Brandon said.

Meanwhile, Amazon.com Inc. sold about $4 billion of toys last year, more than one-third of what Toys ""R"" Us sells, according to analytics firm One Click Retail. Amazon's toy sales were up 24%, compared with 5% for the overall market and five years of declines for Toys ""R"" Us.

For large retail chains, one of the few levers left to pull are store closures. ""We're going to see indefinite top-line and gross-margin declines until there have been enough store closures,"" said Jenna Giannelli, a retail credit analyst at Citigroup.

Toys ""R"" Us, which was taken private in 2005 in a $6.6 billion leveraged buyout by Bain Capital, KKR & Co. and Vornado Realty Trust, has swapped debt coming due this year and next for longer-term debt with a higher interest rate. Analysts expect it to do the same with another $400 million bond due next year, but that could be tough. On June 20, S&P Global Ratings lowered its outlook for the retailer, saying that if markets are nervous or the company's business gets worse, it might not be able to pay off that bond when it comes due.

Toys ""R"" Us declined to comment.

Macy's has been forced to rethink its strategy in other ways. In March 2015, Chief Financial Officer Karen Hoguet said the company ""liked having control of our real estate."" That November, Macy's announced it was exploring joint ventures for its four flagship properties. In 2016, it sold its men's store in San Francisco's Union Square, reached an agreement to sell its downtown Minneapolis store and began work on a plan to shrink its store on Chicago's State Street to make way for a buyer or joint-venture partner.

When Macy's laid out plans two weeks ago for a revamped marketing strategy and greater focus on exclusive products, it warned its 2017 gross-margin rate could be weaker than it had expected in February. It cited excess inventory and bigger discounting in the beauty business."
Ctit Group,Banking &amp;amp; Finance: Finance Watch," Jul 18, 2017",1,"BNP PARIBAS

Probe Results in

$246 Million Fine

French bank BNP Paribas SA agreed to pay $246 million to the Federal Reserve to resolve a probe of misconduct in its foreign-exchange business.

Traders at the French bank who buy and sell dollars and foreign currencies used electronic chat rooms to collude with rivals to manipulate FX prices and benchmark rates, the Fed said in a statement. It ordered BNP Paribas to improve its senior management oversight and controls relating to the firm's FX trading.

BNP Paribas, which also agreed to a $350 million settlement in May with New York's state banking regulator over the deficiencies, said it ""deeply regrets the past misconduct which was a clear breach of the high standards on which the group operates."" It added that it has improved its systems of control by increasing resources and staff dedicated to compliance, conducting staff training and launching a new code of conduct that applies to all staff.

BNP Paribas is the latest in a line of banks fined for its failure to stop traders from trying to manipulate foreign-exchange markets. Several global banks including Barclays PLC, Citigroup Inc. and J.P. Morgan Chase & Co. have together paid billions of dollars in fines in recent years.

BNP Paribas said the misconduct took place between 2007 and 2013. In January, the Fed banned former BNP Paribas trader Jason Katz, who pleaded guilty to violating federal antitrust laws, from working in the U.S. banking industry for his manipulation of FX prices. It also barred the French lender from re-employing individuals who were involved in the misconduct.

-- Nick Kostov

---

CHINA

People's Bank Sells

Foreign Exchange

China's central bank sold a net 34.32 billion yuan ($5.06 billion) of foreign currency in June, according to calculations made by The Wall Street Journal based on central-bank data released Monday.

The figure came in higher than a net foreign-exchange sale of 29.33 billion yuan in May, according to the latest data from the People's Bank of China. The central bank's total foreign-exchange purchase position stood at 21.515 trillion yuan at the end of June, down from 21.550 trillion yuan a month before, the PBOC said. The purchase position has been falling for 20 consecutive months, indicating continued capital-outflow pressure."
Ctit Group,U.S. News: 'Herculean' China Pact Yields Modest Improvements," Jul 17, 2017",1,"When Commerce Secretary Wilbur Ross announced in May the ""herculean accomplishment"" of extracting Chinese promises to swiftly open long-restricted markets in finance and agriculture, he pronounced the actions ""more than has been done in the whole history of U.S.-China relations on trade.""

Now, with the two countries having marked the deadline Sunday for completing the agreements, affected American companies said Beijing met the letter of its pledges, yet fell short of the spirit. Their assessment: slow, modestly improved access in some sectors, while lingering obstacles in others will stymie foreign companies for years, even as specific targeted barriers have been removed.

""They've delivered on the promises by the date they've been required, but they could do more,"" said Jake Parker, vice president for the U.S.-China Business Council, which represents U.S. companies in China and has been monitoring the deals. While the changes ""indicate from the Chinese perspective that their market is open,"" Mr. Parker said, ""whether foreign companies can actually operate there is still unclear"" in some industries.

The success of those market-opening measures will be on the table when top economic officials from the two countries meet Wednesday to discuss trade and investment issues. Officials from both governments insist the pact has been successful.

""We hope to report further progress on. . .deliverables next week,"" a Commerce Department spokesman said Thursday, referring to actions taken under the May agreement.

""A number of 'early harvests' have been reaped,"" a Chinese foreign ministry spokesman said Friday.

The May announcement was portrayed as an early down payment on a general April agreement between President Donald Trump and Chinese President Xi Jinping to make progress toward reducing the $347 billion bilateral trade imbalance that Mr. Trump regularly complains about.

In return for China's promises, the U.S. offered a couple of market-opening gestures as well and, in compliance with the pact, has issued rules allowing previously blocked Chinese cooked-poultry imports.

The two presidents gave themselves 100 days to come up with a comprehensive plan. More commitments are expected at this week's meetings, timed to observe the 100-day mark of the U.S.-China Comprehensive Economic Dialogue.

But difficulty showing quick, significant progress on even the early items targeted as low-hanging fruit indicates bigger challenges ahead in reshaping U.S.-China economic relations.

In the May pact, the Trump administration had marked five sectors -- electronic payments, credit-rating services, bond underwriting, beef and biotechnology -- where U.S. firms had long been frustrated by perceived Chinese regulatory barriers.

Chinese agencies have made the specific changes promised in the written agreement. One resulted in clear, complete compliance: Beijing granted licenses promised to Citigroup Inc. and J.P. Morgan Chase & Co. to expand their bond-market activities in China. In the other four, market gains seem limited or uncertain, business officials say.

Consider the yearslong battle by Visa Inc. and Mastercard Inc. to get banks in China to distribute credit cards that run on their networks to Chinese consumers. China committed in May to issue any further necessary guidelines allowing U.S. firms to begin the licensing process, a crucial step that had long been stalled. The Chinese fulfilled that commitment June 30. But while that was aimed at leading ""to full and prompt market access,"" according to a U.S. government press release, industry officials say it hasn't.

""All this does is allow companies to submit an application; it doesn't mean that a foreign card company can begin operating in the market,"" said Mr. Parker, who believes it still will be years before Chinese banks distribute many Visa- or Mastercard-branded cards that run on those networks in China. Among other barriers, he said, the new rules require companies to submit to a national security review, without laying out the details of that process, and require them to build data centers in China.

Visa and Mastercard representatives said they are reviewing the guidelines, without offering a timetable for submitting applications.

One triumph touted by the Trump administration has been the late-June opening of China's beef market, shut to the U.S. since a 2003 mad-cow scare. But the strictness of China's standards mean China likely will remain for now a niche market for the American beef industry."
Ctit Group,Banking &amp;amp; Finance: Citigroup to Overhaul Premium Card," Jul 17, 2017",1,"The rewards war in the premium-card market isn't subsiding.

Citigroup Inc. is revamping some of the benefits on its Prestige card in an effort to sweeten the deal for coveted affluent consumers who exceed high spending thresholds.

The bank is expected to announce Monday that it will raise the sign-up bonus on the high-end card to 75,000 points from 40,000. It also is raising the minimum amount that card holders must spend in the first three months to earn the reward to $7,500 from $4,000. Both changes take effect July 23.

Points have become a valued currency for many consumers, especially in the travel sector where they can be redeemed for airfare and hotel stays. Premium cards geared at big spenders in particular have taken off because consumers who put most of their expenses on cards view them as a way to get discounts or free travel worth hundreds or thousands of dollars.

Citigroup's is the latest shot in an increasingly competitive market for high spenders. American Express Co. dominated the segment for decades, but that started to change in recent years. Citi jumped into the market in 2013 with Prestige, and competition intensified last summer when J.P. Morgan Chase & Co. launched the Sapphire Reserve card.

""The market has many options, though, with these annual fees, many eligible consumers will not be taking multiple cards,"" said Brian Riley, director of the credit advisory service at Mercator Advisory GroupInc. He said he expects other lenders to quickly react to Citi's latest changes.

The bank's executives, led by Chief Executive Officer Michael Corbat, are making the credit-card moves as the overall business becomes more important to the company.

Citigroup's revenue for the second quarter beat analysts' expectations, rising 2% from a year prior, helped in part by credit cards. Revenue for Citi-branded North America cards increased 10% to $2.1 billion, though the bank's credit costs continue to rise as it expands its card portfolio.

Citigroup is also beefing up the Prestige card's hotel benefit. Under the changes, Citi will allow card holders to get their fourth night in a hotel free, regardless of whether they paid for the first three with dollars or points. The sign-up bonus for Prestige, which carries a $450 annual fee, doesn't rival the 100,000 points that J.P. Morgan used to offer on the Sapphire Reserve card in exchange for spending $4,000 in the first three months. That came to an end in March."
Ctit Group,"Billionaires Build An Uneasy Partnership --- Bill Gates, Prince al-Waleed feuded after buying Four Seasons Hotels"," Jul 17, 2017",1,"A decade ago, two of the world's wealthiest men came together to buy Four Seasons Holdings Inc., home to some of the most expensive lodging around.

The deal was surprising both for its lofty price tag, $3.8 billion, and for the unusual partnership, involving tech titan Bill Gates and Saudi Prince al-Waleed bin Talal.

The financial crisis soon pummeled the luxury-hotel business. The partners then took to feuding, about matters ranging from helping fund new hotel developments to who should be chief executive. After a truce in 2013, they have been trying to whip their investment into shape.

It has been no slam dunk, falling short of ambitious targets for new hotel developments. At the same time, the focus on fast growth has been causing some business partners and industry analysts to question whether standards and brand appeal can be maintained as Four Seasons hotels become more numerous.

In buying Four Seasons, Mr. Gates and Prince al-Waleed were at the forefront of an investment trend. The superrich, often through structures called family offices, increasingly have been teaming up to acquire whole companies, planning to keep them long term.

Family offices hold more than $4 trillion in assets, approaching the total invested in hedge funds and private-equity funds combined. The wealthy clans sometimes invest together because they consider themselves like-minded in being long-term investors. That doesn't guarantee an easy partnership, however, as evidenced in this deal, as it was described by former executives, current and former board members, business partners and industry observers familiar with events at Four Seasons.

The first Four Seasons was a motor lodge in a rundown part of Toronto, opened in 1961 by Isadore Sharp, a son of Polish immigrants to Canada. By the time he began looking to sell the publicly traded company in 2006, Four Seasons was a renowned name in lodging, known for personalized service and top-of-the-line amenities.

Rather than owning its hotels, Four Seasons forms partnerships with investors and developers, then keeps tight control by managing the properties. Four Seasons hotel owners include billionaires such as Oracle Corp. founder Larry Ellison and Beanie Baby mogul Ty Warner.

By 2006, Prince al-Waleed's investment firm, Kingdom Holding Co., already owned about 25% of Four Seasons stock as well as several hotels. Mr. Sharp consulted him about his sale plans. Prince al-Waleed recommended bringing in Mr. Gates's investment firm, Cascade Investment LLC, which also owned some Four Seasons shares.

The three men agreed to a deal in which Cascade and Kingdom would each own 47.5% of the company, while Mr. Sharp would have the other 5% and remain chief executive for five years.

The sale closed in early 2007, near the peak of the real-estate boom. The price, 47 times one measure of earnings, reflected the era's optimism, as well as projections that Four Seasons would continue to expand at an increasingly rapid pace.

""From a valuation perspective, they were seen as having paid a lot of money,"" said Jonathan Stanner, former CEO of Strategic Hotels & Resorts Inc., who partnered with Four Seasons to build hotels. ""But people reasoned that as long-term investors they could justify the high price.""

The purchase brought together family investment firms with quite-different cultures. Cascade is run by Michael Larson, a low-profile money manager with a brusque manner and penchant for the color pink. Mr. Gates rarely gets involved. Cascade doesn't have a website and provides scant details of its investments.

Kingdom welcomes publicity, putting out press releases, photos and video clips documenting Prince al-Waleed's meetings. The prince shot to prominence in 1991 after buying a stake in a predecessor to Citigroup Inc. Forbes confirms that he once accused the magazine of understating his wealth in its annual ranking of the richest people.

Mr. Sharp, in an autobiography, told of being hosted by Prince al-Waleed on his 288-foot yacht in the south of France and joining the prince on the slopes at Jackson Hole, Wyo. Cascade executives, in their work, didn't share this taste for the high life. When the Four Seasons board met one year at the George V in Paris, a luxury hotel owned by Kingdom, some Cascade employees stayed in more modest accommodations.

Kingdom, which had bought much of its Four Seasons stake in 1994 for less than the 2007 deal price, was happy to let Mr. Sharp continue to run the show. Cascade had paid a premium price, based partly on rosy growth projections from Mr. Sharp's bankers. The bankers said the company could more than double its number of hotels in a decade, to 160.

The 2008 financial crisis left that plan in tatters, as both hotel developers and luxury-minded travelers cut back. ""One can only imagine Cascade felt it had been bamboozled,"" said Laurence Geller, an investor who has in the past owned numerous Four Seasons hotels and now owns a property from a rival brand. ""What was said was not reality.""

Kingdom marked down the value of its Four Seasons holding every year between 2008 and 2012, according to annual reports it publishes because a small portion of Kingdom trades in Riyadh. The value recovered slightly in the next two years but was still below the 2008 value as recently as 2014, the most recent available data. Cascade doesn't disclose how it values its Four Seasons stake.

Sarmad Zok, the chief executive of Kingdom's hotel business, said both investors are happy with their partnership and the performance of their investment.

As occupancy rates fell in the recession, some hotel owners pushed Four Seasons for cost cuts, from scrapping huge displays of fresh flowers to outsourcing laundry.

At one meeting, Cascade executives argued that to save money at a Cascade-owned Four Seasons in Whistler, British Columbia, they should stop replacing guests' sheets every day unless requested. Mr. Larson's view was that wealthy travelers were also environmentally conscious. Mr. Sharp disagreed, saying guests paying as much as $700 a night should have their sheets washed daily, according to people familiar with the meeting. In a compromise, guests were given the option of placing a pine cone on their sheets if they didn't need them washed every day.

Mr. Sharp said he didn't recall those conversations with Cascade.

Mr. Sharp stepped down as CEO in 2010 but set the condition that he should be succeeded by his protege, company president Kathleen Taylor, who then took over. Cascade executives would have preferred an outside candidate because they felt that Ms. Taylor didn't represent enough of a break with the past and wouldn't engineer the rapid expansion they were counting on, according to people familiar with the company.

Kingdom executives were supportive of Ms. Taylor, which surprised some Cascade executives who thought that their partners felt the same.

During Ms. Taylor's tenure, the rift became a distraction. The board found it hard to approve capital commitments needed to win over investors in new hotels. Cascade executives sometimes withheld their support to signal they wouldn't put capital behind a chief executive they didn't support, those familiar with the company said.

After months of tension, top executives from Cascade and Kingdom met to settle the matter, gathering in early February 2013 at London's Savoy hotel. Joining were Mr. Gates and Prince al-Waleed, in one of the few times the two billionaires sat down to discuss their investment.

The meeting ended with a decision to replace Ms. Taylor. ""It was time to make a change,"" said Mr. Sharp, who drew the job of dismissing her. ""It was my role to take the responsibility,"" said the founder, now 85. Ms. Taylor declined to comment.

With this dispute over, Cascade and Kingdom sought to put aside their remaining disagreements and push growth and profitability, moving swiftly to make up for the years lost to the recession and its aftermath. Cascade's hotel specialist, Randy Jack, and Kingdom's Mr. Zok led the search for Ms. Taylor's successor and picked Allen Smith, a veteran of real-estate investing. Messrs. Jack and Zok became more active in running Four Seasons, discussing the business regularly and together courting potential new hotel developers.

Some differences persisted. A few months after the truce, Prince al-Waleed said publicly he favored an initial public offering of Four Seasons within a couple of years. Cascade appeared to disagree, releasing a brief statement saying it was ""in for the long term.""

""There are times when we have a divergence of vision, and when that happens, we have a discussion and the best idea prevails,"" said Mr. Zok.

Hotel analysts say Four Seasons has been growing faster than most other five-star brands, at a time when the luxury market is enjoying a boom. In the U.S., luxury room rates and occupancy levels are at or near their highest levels ever, according to industry data tracker STR Inc.

Still, Four Seasons is falling somewhat short of its internal goals, even after revising them downward after the recession. In 2013, the company set a target for 120 hotels by end of this year, according to a person familiar with the matter. It now has 105 properties in operation, with more than 50 under development or in the planning stage. A Four Seasons spokeswoman said the company hopes to get to 108 properties by the end of 2017.

Four Seasons has grown partly by defying industry conventions. In New Orleans it plans a 330-room hotel, even though many say luxury service suffers when hotels build much more than 200 rooms.

The company is comfortable with a larger property in New Orleans because the city is ""supply starved with luxury product,"" said Mr. Smith, the CEO. He said Four Seasons has quite a few other hotels with over 300 rooms, and ""the reviews in terms of service levels remain exceptionally high.""

Four Seasons also has sometimes opened a second hotel in a city, such as New York and Boston. Traditionally, it avoided doubling up for fear of angering an existing owner. Mr. Smith said the company pursues the strategy ""judiciously"" and ""with sensitivity to the owners involved.""

It has become more ambitious globally, opening hotels in emerging markets. The company recently expanded its board to include younger representatives as it tries to woo millennials and engage guests using technology and apps.

Some new Four Seasons properties, such as a 77-room hotel in Miami Beach, have opened to strong reviews. Nadim Ashi, whose investment firm owns the property, said room rates are averaging $1,000 a night.

Four Seasons decentralized some functions last year after listening to some hotel owners' complaints. They no longer have to buy supplies such as light fixtures from the company, giving them more control of costs.

Some of the changes risk Four Seasons' reputation, said Piers Schmidt, founder of Luxury Branding, a U.K. consultancy. In a survey his firm did in 2015, based on analysis of hotel reviews on travel website TripAdvisor, Four Seasons ranked 13th. Other surveys rank Four Seasons higher; a 2017 J.D. Power study about North American hotel guest satisfaction that was just released) ranked Four Seasons third in the luxury segment, behind JW Marriott and Ritz-Carlton.

Mr. Schmidt said luxury brands that expand rapidly risk diluting their culture by hiring staff too quickly or promoting managers too fast, and ""I do believe that's the case with Four Seasons.""

Four Seasons spokeswoman Sarah Tuite called the results from Luxury Branding's study ""inconsistent with what we see in multiple third-party tracking sources.""

Four Seasons has seen an exodus of veteran executives in recent years. Mr. Smith said that ""invariably, changes ensue"" when a company shifts from founder-led to a more corporate structure.

A rapid expansion of this sort raises a different concern to Ellis O'Connor, co-head of MSD Hospitality, a unit of Michael Dell's family office that owns two Four Seasons hotels. ""With luxury hotel operation, scarcity is part of the allure,"" Mr. O'Connor said. ""You can't turn it into a commodity and get above-market rates.""

People familiar with the Four Seasons operation said Cascade and Kingdom appear determined not to weaken the chain as it grows, and have broken off 14 partnerships with owners whose properties weren't up to standard.

That is a ""clear indication we are striking an appropriate balance between growing the brand and actively managing the quality of our portfolio,"" Mr. Smith said. ""We will never compromise quality for the sake of growth."""
Ctit Group,Banks Get Rousing Wake-Up Call," Jul 15, 2017",0,"When the industry leader hits sudden headwinds, it can be bad news for the whole sector.

Bank stocks, which have rallied in recent weeks, ran out of gas on Friday. J.P. Morgan Chase's downgraded expectations explain why.

The bank reported earnings on Friday, along with rivals Citigroup and Wells Fargo. All three beat analyst expectations for earnings, but their stocks fell.

J.P. Morgan said it now expects net interest income to rise by about $4 billion this year, down from its earlier expectation of $4.5 billion, on slower loan growth and a decline in long-term interest rates during the second quarter.

J.P. Morgan's strong loan growth has stood out in recent quarters, even as lending has slowed nationwide. But in the second quarter, its total loans were up just 4% from a year earlier, compared with 6% in the first quarter and 7% for all of last year. Others are feeling the impact even more strongly. Total average loans at Wells Fargo were up just 1% from a year earlier, compared with 4% in the first quarter.

Bankers across the country have said that businesses are hesitant to take out big loans, partly due to uncertainty about policy action in Washington. This could help explain why J.P. Morgan Chase Chief Executive James Dimon showed his frustration with the state of public policy in the U.S. by cursing on Friday's conference call with analysts.

While the Federal Reserve's rate increases help banks earn more on their loans, part of this benefit is lost when long-term rates decline. That is what happened for most of the second quarter. There was some hope recently as yields jumped on 10-year Treasurys. But that reversed Friday when the yield fell following weak economic data.

The fundamental direction for J.P. Morgan and its peers remains positive. The economy is healthy, and they were just granted permission by the Fed to boost their payouts to investors. If the Fed follows through with plans to keep raising rates and start shrinking its balance sheet later this year, the rate environment will improve further.

But bank shares are also no longer cheap. J.P. Morgan is trading at 1.4 times book value, compared with just one times book a year ago. After a move like that, banks need to justify higher valuations with better growth. Any disappointment can hit shares hard."
Ctit Group,"Banks' Results Raise Red Flags --- Earnings climb at three big lenders, but concerns over lending growth hurt shares"," Jul 15, 2017",1,"A still-challenging environment around lending and interest rates, along with frustration voiced over Washington gridlock, took some of the shine off otherwise solid financial results from three of the biggest U.S. banks.

J.P. Morgan Chase & Co., the biggest U.S. bank by assets, led the way with record profit in the second quarter of $7.03 billion. Even so, executives on Friday cut their projections for lending growth in 2017 as well as for interest income. Shares in the bank and other lenders fell in response, reflecting investors' worries that economic growth might not be strong enough to fuel further gains in bank shares given their postelection run-up.

The KBW Nasdaq Bank Index is up about 28% since last November's election, nearly double the performance of the S&P 500 during that time.

On Friday, shares of J.P. Morgan dropped 0.9%, while shares in the other two big banks that reported results, Wells Fargo & Co. and Citigroup Inc., fell 1.1% and 0.5%, respectively.

Investors' excitement over policy changes that could benefit banks has also cooled amid uncertainty around issues such as a tax-code overhaul or infrastructure spending. Frustration on that front was expressed by J.P. Morgan CEO James Dimon, who challenged Washington to do more to boost the economy.

In doing so, he struck a tone more downbeat than the hopeful one many bankers adopted after President Donald Trump's election. ""It's just unfortunate, but it's hurting us, it's hurting the body politic, it's hurting the average American,"" Mr. Dimon said of Washington inaction. ""We have become one of the most bureaucratic, confusing, litigious societies on the planet. It's almost an embarrassment to be an American citizen traveling around the world and listening to the stupid shit we have to deal with in this country.

""We have to get our act together,"" he added.

Mr. Dimon's remarks came shortly after the bank said it expected to increase its net interest income by $4 billion this year, down from an earlier projection of $4.5 billion. A big driver of the reduction has been persistent low yields on longer-term bonds, which reflects skepticism about long-term prospects for economic growth and inflation.

Long-term yields are moribund despite four increases in short-term rates by the Federal Reserve since late 2015. That combination weighs on bank profits because it narrows the difference between short- and long-term rates -- a flattening of the yield curve, which is often seen as a negative sign for economic growth.

Despite such factors, second-quarter results from J.P. Morgan, Wells Fargo, Citigroup and PNC Financial Services Group Inc. beat Wall Street expectations."
Ctit Group,Banking &amp;amp; Markets: Citigroup Revenue Beats Estimates," Jul 15, 2017",1,"A softer-than-expected decline in trading revenue helped Citigroup Inc. defy Wall Street expectations and grow quarterly revenue by 2% from a year ago.

After a late-June uptick in trading activity around global interest rates, revenue was $17.901 billion, beating forecasts of a decline from the $17.548 billion a year ago. Analysts had anticipated a drop to $17.4 billion.

Still, quarterly profit at the New York-based bank was $3.872 billion, down 3% from $3.998 billion a year earlier, thanks in part to the overall trading decline during the quarter and higher costs associated with credit cards.

Citigroup's per-share earnings rose to $1.28 from $1.24 a year ago as the bank continued to buy back shares at a fast pace. Analysts, on average, had expected $1.21 a share.

Like its rival J.P. Morgan Chase & Co., which also reported earnings Friday, Citigroup's trading desk this quarter suffered from continuing low volatility and a lack of new catalysts in the form of unexpected central-bank rate moves or a pickup in economic activity.

However, the drop-off wasn't nearly as sharp as anticipated, or as sharp as J.P. Morgan's.

Citigroup's second-quarter trading revenue fell 7% to $3.906 billion from $4.208 billion a year ago. Last month, Chief Financial Officer John Gerspach predicted trading revenue would be down by 12% to 13% from a year ago.

Late June saw a jump in trading in the interest rates of the Group of 10 leading industrial nations after the Federal Reserve's rate increase, and after discussions of possible additional stimulus by the U.K. and European central banks, Citigroup said.

Fixed-income trading was off by 6% from a year ago, while equities trading dropped by 11%.

The decline halted momentum in Citigroup's relatively undersized stock-trading business, in which the bank has been investing heavily to bring it more in-line with rivals.

Citigroup, meanwhile, reported a surge in investment-banking revenue as it stole share from rivals in the business of advising companies on mergers and underwriting stock and bond offerings. The unit was up 22% from a year ago to $1.486 billion, the biggest quarterly haul in seven years."
